id_carrinho,id_op_rebin,linha_rebin,dt_inicio_montagem,tempo_montagem_min,dt_fim_montagem
CAR-01953,OP-REB-06,L01,2026-08-23 19:02:43,12.04,2026-08-23 19:14:45.400
CAR-01954,OP-REB-04,L01,2026-08-23 19:09:43,9.08,2026-08-23 19:18:47.800
CAR-01955,OP-REB-09,L02,2026-08-23 19:11:00,10.63,2026-08-23 19:21:37.800
CAR-01956,OP-REB-05,L02,2026-08-23 19:23:42,8.44,2026-08-23 19:32:08.400
CAR-01957,OP-REB-04,L01,2026-08-23 19:40:13,14.58,2026-08-23 19:54:47.800
CAR-01958,OP-REB-02,L01,2026-08-23 19:46:07,13.53,2026-08-23 19:59:38.800
CAR-01959,OP-REB-06,L01,2026-08-23 19:56:01,11.0,2026-08-23 20:07:01.000
CAR-01960,OP-REB-02,L02,2026-08-23 20:48:29,9.16,2026-08-23 20:57:38.600
CAR-01961,OP-REB-07,L01,2026-08-23 20:52:34,10.33,2026-08-23 21:02:53.800
CAR-01962,OP-REB-03,L02,2026-08-23 20:58:47,10.72,2026-08-23 21:09:30.200
CAR-01963,OP-REB-09,L02,2026-08-23 21:21:49,12.22,2026-08-23 21:34:02.200
CAR-01964,OP-REB-05,L01,2026-08-23 22:03:57,12.15,2026-08-23 22:16:06.000
CAR-01965,OP-REB-08,L02,2026-08-23 22:15:10,14.68,2026-08-23 22:29:50.800
CAR-01966,OP-REB-06,L01,2026-08-23 22:16:46,10.61,2026-08-23 22:27:22.600
CAR-01967,OP-REB-08,L02,2026-08-23 22:25:25,8.98,2026-08-23 22:34:23.800
CAR-01968,OP-REB-03,L02,2026-08-23 22:29:15,9.69,2026-08-23 22:38:56.400
CAR-01969,OP-REB-03,L02,2026-08-23 22:30:08,11.95,2026-08-23 22:42:05.000
CAR-01970,OP-REB-05,L02,2026-08-23 22:40:26,10.54,2026-08-23 22:50:58.400
CAR-01971,OP-REB-03,L02,2026-08-23 22:47:55,11.42,2026-08-23 22:59:20.200
CAR-01972,OP-REB-08,L02,2026-08-23 22:59:37,11.09,2026-08-23 23:10:42.400
CAR-01973,OP-REB-08,L01,2026-08-23 23:02:45,13.98,2026-08-23 23:16:43.800
CAR-01974,OP-REB-02,L01,2026-08-23 23:26:11,10.83,2026-08-23 23:37:00.800
CAR-01975,OP-REB-04,L02,2026-08-23 23:49:16,11.25,2026-08-24 00:00:31.000
CAR-01976,OP-REB-01,L01,2026-08-24 00:09:57,13.43,2026-08-24 00:23:22.800
CAR-01977,OP-REB-04,L02,2026-08-24 00:13:02,10.87,2026-08-24 00:23:54.200
CAR-01978,OP-REB-04,L01,2026-08-24 00:49:01,12.85,2026-08-24 01:01:52.000
CAR-01979,OP-REB-09,L01,2026-08-24 00:53:17,12.66,2026-08-24 01:05:56.600
CAR-01980,OP-REB-03,L02,2026-08-24 01:05:10,12.28,2026-08-24 01:17:26.800
CAR-01981,OP-REB-02,L01,2026-08-24 01:33:26,9.73,2026-08-24 01:43:09.800
CAR-01982,OP-REB-09,L02,2026-08-24 01:44:16,14.46,2026-08-24 01:58:43.600
CAR-01983,OP-REB-09,L01,2026-08-24 02:03:10,16.44,2026-08-24 02:19:36.400
CAR-01984,OP-REB-01,L02,2026-08-24 02:39:14,12.02,2026-08-24 02:51:15.200
CAR-01985,OP-REB-06,L01,2026-08-24 03:31:21,9.91,2026-08-24 03:41:15.600
CAR-01986,OP-REB-08,L02,2026-08-24 03:44:39,12.06,2026-08-24 03:56:42.600
CAR-01987,OP-REB-03,L01,2026-08-24 04:04:50,13.98,2026-08-24 04:18:48.800
CAR-01988,OP-REB-09,L02,2026-08-24 04:16:59,10.77,2026-08-24 04:27:45.200
CAR-01989,OP-REB-02,L01,2026-08-24 04:37:23,11.74,2026-08-24 04:49:07.400
CAR-01990,OP-REB-06,L02,2026-08-24 04:52:47,12.68,2026-08-24 05:05:27.800
CAR-01991,OP-REB-01,L01,2026-08-24 04:58:29,14.41,2026-08-24 05:12:53.600
CAR-01992,OP-REB-07,L02,2026-08-24 05:04:11,13.55,2026-08-24 05:17:44.000
CAR-01993,OP-REB-03,L01,2026-08-24 05:08:37,13.63,2026-08-24 05:22:14.800
CAR-01994,OP-REB-07,L02,2026-08-24 05:26:49,11.15,2026-08-24 05:37:58.000
CAR-01995,OP-REB-04,L02,2026-08-24 05:28:16,12.8,2026-08-24 05:41:04.000
CAR-01996,OP-REB-09,L02,2026-08-24 05:33:08,10.56,2026-08-24 05:43:41.600
CAR-01997,OP-REB-05,L02,2026-08-24 05:37:18,13.69,2026-08-24 05:50:59.400
CAR-01998,OP-REB-03,L01,2026-08-24 05:39:17,14.3,2026-08-24 05:53:35.000
CAR-01999,OP-REB-08,L01,2026-08-24 05:41:02,13.11,2026-08-24 05:54:08.600
CAR-02000,OP-REB-06,L01,2026-08-24 05:58:38,11.27,2026-08-24 06:09:54.200
CAR-02001,OP-REB-02,L02,2026-08-24 06:09:15,11.59,2026-08-24 06:20:50.400
CAR-02002,OP-REB-03,L02,2026-08-24 06:32:53,15.61,2026-08-24 06:48:29.600
CAR-02003,OP-REB-08,L02,2026-08-24 06:34:11,11.3,2026-08-24 06:45:29.000
CAR-02004,OP-REB-07,L02,2026-08-24 06:46:08,14.1,2026-08-24 07:00:14.000
CAR-02005,OP-REB-06,L02,2026-08-24 06:55:46,12.68,2026-08-24 07:08:26.800
CAR-02006,OP-REB-01,L01,2026-08-24 07:04:43,11.33,2026-08-24 07:16:02.800
CAR-02007,OP-REB-09,L01,2026-08-24 07:33:45,9.31,2026-08-24 07:43:03.600
CAR-02008,OP-REB-03,L01,2026-08-24 08:07:29,12.42,2026-08-24 08:19:54.200
CAR-02009,OP-REB-05,L02,2026-08-24 08:14:29,12.18,2026-08-24 08:26:39.800
CAR-02010,OP-REB-07,L02,2026-08-24 08:17:31,15.61,2026-08-24 08:33:07.600
CAR-02011,OP-REB-07,L02,2026-08-24 08:27:35,10.28,2026-08-24 08:37:51.800
CAR-02012,OP-REB-03,L02,2026-08-24 09:03:17,16.59,2026-08-24 09:19:52.400
CAR-02013,OP-REB-04,L02,2026-08-24 09:11:11,12.76,2026-08-24 09:23:56.600
CAR-02014,OP-REB-07,L02,2026-08-24 09:20:54,12.76,2026-08-24 09:33:39.600
CAR-02015,OP-REB-08,L02,2026-08-24 09:27:32,10.81,2026-08-24 09:38:20.600
CAR-02016,OP-REB-02,L01,2026-08-24 09:43:29,12.63,2026-08-24 09:56:06.800
CAR-02017,OP-REB-09,L01,2026-08-24 09:48:16,12.95,2026-08-24 10:01:13.000
CAR-02018,OP-REB-07,L02,2026-08-24 09:49:51,13.87,2026-08-24 10:03:43.200
CAR-02019,OP-REB-08,L02,2026-08-24 10:12:04,10.04,2026-08-24 10:22:06.400
CAR-02020,OP-REB-06,L02,2026-08-24 10:23:39,14.81,2026-08-24 10:38:27.600
CAR-02021,OP-REB-06,L01,2026-08-24 10:27:54,12.72,2026-08-24 10:40:37.200
CAR-02022,OP-REB-09,L01,2026-08-24 10:34:39,13.22,2026-08-24 10:47:52.200
CAR-02023,OP-REB-04,L02,2026-08-24 10:42:48,11.56,2026-08-24 10:54:21.600
CAR-02024,OP-REB-05,L01,2026-08-24 11:13:52,10.14,2026-08-24 11:24:00.400
CAR-02025,OP-REB-09,L01,2026-08-24 11:19:02,12.15,2026-08-24 11:31:11.000
CAR-02026,OP-REB-01,L01,2026-08-24 11:40:35,12.37,2026-08-24 11:52:57.200
CAR-02027,OP-REB-04,L02,2026-08-24 11:45:54,9.23,2026-08-24 11:55:07.800
CAR-02028,OP-REB-07,L01,2026-08-24 11:49:47,13.59,2026-08-24 12:03:22.400
CAR-02029,OP-REB-09,L01,2026-08-24 12:02:34,13.99,2026-08-24 12:16:33.400
CAR-02030,OP-REB-06,L02,2026-08-24 12:02:40,10.54,2026-08-24 12:13:12.400
CAR-02031,OP-REB-08,L02,2026-08-24 12:03:41,9.95,2026-08-24 12:13:38.000
CAR-02032,OP-REB-09,L01,2026-08-24 13:15:21,11.39,2026-08-24 13:26:44.400
CAR-02033,OP-REB-04,L02,2026-08-24 13:33:30,12.05,2026-08-24 13:45:33.000
CAR-02034,OP-REB-01,L01,2026-08-24 13:34:44,11.47,2026-08-24 13:46:12.200
CAR-02035,OP-REB-08,L01,2026-08-24 14:01:46,11.88,2026-08-24 14:13:38.800
CAR-02036,OP-REB-02,L02,2026-08-24 14:06:51,12.44,2026-08-24 14:19:17.400
CAR-02037,OP-REB-01,L02,2026-08-24 14:11:56,9.26,2026-08-24 14:21:11.600
CAR-02038,OP-REB-07,L01,2026-08-24 14:18:27,9.49,2026-08-24 14:27:56.400
CAR-02039,OP-REB-09,L02,2026-08-24 14:36:03,6.56,2026-08-24 14:42:36.600
CAR-02040,OP-REB-09,L02,2026-08-24 15:12:00,13.89,2026-08-24 15:25:53.400
CAR-02041,OP-REB-03,L01,2026-08-24 15:20:36,12.03,2026-08-24 15:32:37.800
CAR-02042,OP-REB-06,L01,2026-08-24 15:38:20,14.1,2026-08-24 15:52:26.000
CAR-02043,OP-REB-07,L01,2026-08-24 15:43:54,9.72,2026-08-24 15:53:37.200
CAR-02044,OP-REB-09,L01,2026-08-24 16:53:15,12.05,2026-08-24 17:05:18.000
CAR-02045,OP-REB-02,L01,2026-08-24 16:56:20,12.43,2026-08-24 17:08:45.800
CAR-02046,OP-REB-08,L01,2026-08-24 16:58:03,10.88,2026-08-24 17:08:55.800
CAR-02047,OP-REB-07,L02,2026-08-24 16:59:53,8.89,2026-08-24 17:08:46.400
CAR-02048,OP-REB-04,L02,2026-08-24 17:10:10,15.49,2026-08-24 17:25:39.400
CAR-02049,OP-REB-02,L01,2026-08-24 17:44:14,14.8,2026-08-24 17:59:02.000
CAR-02050,OP-REB-08,L02,2026-08-24 18:49:10,11.24,2026-08-24 19:00:24.400
CAR-02051,OP-REB-05,L02,2026-08-24 18:54:03,13.02,2026-08-24 19:07:04.200
CAR-02052,OP-REB-06,L01,2026-08-24 18:58:21,11.03,2026-08-24 19:09:22.800
CAR-02053,OP-REB-07,L02,2026-08-24 19:30:48,10.01,2026-08-24 19:40:48.600
CAR-02054,OP-REB-01,L02,2026-08-24 19:48:35,15.65,2026-08-24 20:04:14.000
CAR-02055,OP-REB-08,L01,2026-08-24 20:13:55,8.69,2026-08-24 20:22:36.400
CAR-02056,OP-REB-04,L02,2026-08-24 20:14:09,11.43,2026-08-24 20:25:34.800
CAR-02057,OP-REB-09,L02,2026-08-24 20:15:40,12.17,2026-08-24 20:27:50.200
CAR-02058,OP-REB-01,L01,2026-08-24 21:27:03,15.3,2026-08-24 21:42:21.000
CAR-02059,OP-REB-02,L02,2026-08-24 21:29:59,13.79,2026-08-24 21:43:46.400
CAR-02060,OP-REB-06,L02,2026-08-24 21:30:37,8.66,2026-08-24 21:39:16.600
CAR-02061,OP-REB-01,L02,2026-08-24 21:35:38,11.99,2026-08-24 21:47:37.400
CAR-02062,OP-REB-04,L01,2026-08-24 21:53:44,12.04,2026-08-24 22:05:46.400
CAR-02063,OP-REB-08,L01,2026-08-24 21:54:51,11.54,2026-08-24 22:06:23.400
CAR-02064,OP-REB-05,L02,2026-08-24 22:27:55,13.24,2026-08-24 22:41:09.400
CAR-02065,OP-REB-09,L02,2026-08-24 23:08:11,9.18,2026-08-24 23:17:21.800
CAR-02066,OP-REB-06,L01,2026-08-24 23:16:05,11.18,2026-08-24 23:27:15.800
CAR-02067,OP-REB-01,L01,2026-08-24 23:25:27,12.96,2026-08-24 23:38:24.600
CAR-02068,OP-REB-06,L02,2026-08-24 23:25:49,13.36,2026-08-24 23:39:10.600
CAR-02069,OP-REB-06,L01,2026-08-24 23:38:51,12.3,2026-08-24 23:51:09.000
CAR-02070,OP-REB-06,L02,2026-08-24 23:52:11,11.42,2026-08-25 00:03:36.200
CAR-02071,OP-REB-08,L02,2026-08-25 00:24:50,11.76,2026-08-25 00:36:35.600
CAR-02072,OP-REB-06,L01,2026-08-25 00:26:47,13.48,2026-08-25 00:40:15.800
CAR-02073,OP-REB-05,L01,2026-08-25 00:46:20,12.07,2026-08-25 00:58:24.200
CAR-02074,OP-REB-02,L02,2026-08-25 00:59:15,9.92,2026-08-25 01:09:10.200
CAR-02075,OP-REB-04,L02,2026-08-25 01:02:03,9.53,2026-08-25 01:11:34.800
CAR-02076,OP-REB-05,L01,2026-08-25 01:54:12,9.02,2026-08-25 02:03:13.200
CAR-02077,OP-REB-04,L02,2026-08-25 02:31:23,14.91,2026-08-25 02:46:17.600
CAR-02078,OP-REB-02,L01,2026-08-25 02:42:54,13.61,2026-08-25 02:56:30.600
CAR-02079,OP-REB-07,L01,2026-08-25 03:11:39,11.79,2026-08-25 03:23:26.400
CAR-02080,OP-REB-02,L01,2026-08-25 03:39:13,11.09,2026-08-25 03:50:18.400
CAR-02081,OP-REB-01,L01,2026-08-25 04:15:59,10.85,2026-08-25 04:26:50.000
CAR-02082,OP-REB-05,L01,2026-08-25 04:23:21,14.19,2026-08-25 04:37:32.400
CAR-02083,OP-REB-01,L02,2026-08-25 05:54:50,15.81,2026-08-25 06:10:38.600
CAR-02084,OP-REB-01,L01,2026-08-25 06:23:40,10.79,2026-08-25 06:34:27.400
CAR-02085,OP-REB-01,L01,2026-08-25 06:30:06,14.28,2026-08-25 06:44:22.800
CAR-02086,OP-REB-06,L01,2026-08-25 06:51:36,12.06,2026-08-25 07:03:39.600
CAR-02087,OP-REB-09,L01,2026-08-25 07:13:27,11.58,2026-08-25 07:25:01.800
CAR-02088,OP-REB-01,L01,2026-08-25 07:49:14,15.01,2026-08-25 08:04:14.600
CAR-02089,OP-REB-05,L01,2026-08-25 08:24:23,11.98,2026-08-25 08:36:21.800
CAR-02090,OP-REB-09,L01,2026-08-25 08:46:32,12.59,2026-08-25 08:59:07.400
CAR-02091,OP-REB-09,L02,2026-08-25 08:58:18,12.5,2026-08-25 09:10:48.000
CAR-02092,OP-REB-01,L02,2026-08-25 09:14:19,8.75,2026-08-25 09:23:04.000
CAR-02093,OP-REB-08,L02,2026-08-25 09:30:13,12.58,2026-08-25 09:42:47.800
CAR-02094,OP-REB-01,L02,2026-08-25 09:47:38,10.87,2026-08-25 09:58:30.200
CAR-02095,OP-REB-08,L01,2026-08-25 10:21:11,9.16,2026-08-25 10:30:20.600
CAR-02096,OP-REB-01,L02,2026-08-25 10:36:52,10.97,2026-08-25 10:47:50.200
CAR-02097,OP-REB-05,L01,2026-08-25 10:42:25,10.95,2026-08-25 10:53:22.000
CAR-02098,OP-REB-08,L02,2026-08-25 10:46:24,14.06,2026-08-25 11:00:27.600
CAR-02099,OP-REB-06,L02,2026-08-25 11:00:35,9.87,2026-08-25 11:10:27.200
CAR-02100,OP-REB-09,L01,2026-08-25 11:08:21,10.42,2026-08-25 11:18:46.200
CAR-02101,OP-REB-01,L01,2026-08-25 11:29:33,12.47,2026-08-25 11:42:01.200
CAR-02102,OP-REB-09,L02,2026-08-25 11:42:37,9.35,2026-08-25 11:51:58.000
CAR-02103,OP-REB-01,L02,2026-08-25 11:48:49,10.68,2026-08-25 11:59:29.800
CAR-02104,OP-REB-03,L02,2026-08-25 12:05:05,8.67,2026-08-25 12:13:45.200
CAR-02105,OP-REB-01,L02,2026-08-25 12:23:14,13.84,2026-08-25 12:37:04.400
CAR-02106,OP-REB-03,L01,2026-08-25 12:50:14,11.4,2026-08-25 13:01:38.000
CAR-02107,OP-REB-02,L02,2026-08-25 12:53:24,11.97,2026-08-25 13:05:22.200
CAR-02108,OP-REB-02,L02,2026-08-25 13:20:21,13.83,2026-08-25 13:34:10.800
CAR-02109,OP-REB-09,L02,2026-08-25 13:25:43,10.56,2026-08-25 13:36:16.600
CAR-02110,OP-REB-08,L02,2026-08-25 14:38:03,11.38,2026-08-25 14:49:25.800
CAR-02111,OP-REB-01,L02,2026-08-25 14:44:18,9.89,2026-08-25 14:54:11.400
CAR-02112,OP-REB-04,L01,2026-08-25 15:03:50,9.88,2026-08-25 15:13:42.800
CAR-02113,OP-REB-01,L01,2026-08-25 15:11:32,10.16,2026-08-25 15:21:41.600
CAR-02114,OP-REB-01,L01,2026-08-25 15:57:21,11.02,2026-08-25 16:08:22.200
CAR-02115,OP-REB-04,L01,2026-08-25 16:03:38,11.23,2026-08-25 16:14:51.800
CAR-02116,OP-REB-02,L01,2026-08-25 16:12:56,12.58,2026-08-25 16:25:30.800
CAR-02117,OP-REB-03,L02,2026-08-25 16:25:38,10.22,2026-08-25 16:35:51.200
CAR-02118,OP-REB-09,L01,2026-08-25 17:26:25,12.64,2026-08-25 17:39:03.400
CAR-02119,OP-REB-02,L01,2026-08-25 17:26:32,12.97,2026-08-25 17:39:30.200
CAR-02120,OP-REB-04,L02,2026-08-25 17:43:30,11.06,2026-08-25 17:54:33.600
CAR-02121,OP-REB-01,L01,2026-08-25 17:45:04,10.39,2026-08-25 17:55:27.400
CAR-02122,OP-REB-02,L01,2026-08-25 18:03:42,12.17,2026-08-25 18:15:52.200
CAR-02123,OP-REB-05,L01,2026-08-25 18:25:24,11.59,2026-08-25 18:36:59.400
CAR-02124,OP-REB-01,L01,2026-08-25 18:50:23,12.44,2026-08-25 19:02:49.400
CAR-02125,OP-REB-07,L02,2026-08-25 19:01:04,15.14,2026-08-25 19:16:12.400
CAR-02126,OP-REB-04,L02,2026-08-25 19:01:13,12.14,2026-08-25 19:13:21.400
CAR-02127,OP-REB-06,L01,2026-08-25 19:02:19,10.72,2026-08-25 19:13:02.200
CAR-02128,OP-REB-08,L02,2026-08-25 19:21:30,10.22,2026-08-25 19:31:43.200
CAR-02129,OP-REB-06,L01,2026-08-25 19:44:51,10.3,2026-08-25 19:55:09.000
CAR-02130,OP-REB-02,L02,2026-08-25 19:47:01,9.07,2026-08-25 19:56:05.200
CAR-02131,OP-REB-01,L02,2026-08-25 20:23:23,13.87,2026-08-25 20:37:15.200
CAR-02132,OP-REB-08,L02,2026-08-25 20:40:53,7.53,2026-08-25 20:48:24.800
CAR-02133,OP-REB-08,L02,2026-08-25 20:59:59,12.98,2026-08-25 21:12:57.800
CAR-02134,OP-REB-09,L02,2026-08-25 21:37:43,10.26,2026-08-25 21:47:58.600
CAR-02135,OP-REB-06,L02,2026-08-25 21:38:05,10.98,2026-08-25 21:49:03.800
CAR-02136,OP-REB-01,L02,2026-08-25 21:55:39,10.2,2026-08-25 22:05:51.000
CAR-02137,OP-REB-09,L02,2026-08-25 22:43:03,14.89,2026-08-25 22:57:56.400
CAR-02138,OP-REB-03,L02,2026-08-25 22:59:53,12.03,2026-08-25 23:11:54.800
CAR-02139,OP-REB-06,L02,2026-08-25 23:06:59,13.58,2026-08-25 23:20:33.800
CAR-02140,OP-REB-09,L02,2026-08-25 23:13:39,14.6,2026-08-25 23:28:15.000
CAR-02141,OP-REB-03,L01,2026-08-25 23:23:53,12.33,2026-08-25 23:36:12.800
CAR-02142,OP-REB-05,L02,2026-08-25 23:57:22,9.61,2026-08-26 00:06:58.600
CAR-02143,OP-REB-05,L01,2026-08-26 00:21:26,11.56,2026-08-26 00:32:59.600
CAR-02144,OP-REB-07,L02,2026-08-26 00:26:20,10.52,2026-08-26 00:36:51.200
CAR-02145,OP-REB-04,L01,2026-08-26 00:39:54,10.99,2026-08-26 00:50:53.400
CAR-02146,OP-REB-04,L01,2026-08-26 01:14:26,11.81,2026-08-26 01:26:14.600
CAR-02147,OP-REB-07,L01,2026-08-26 01:57:52,11.73,2026-08-26 02:09:35.800
CAR-02148,OP-REB-09,L02,2026-08-26 02:35:53,12.82,2026-08-26 02:48:42.200
CAR-02149,OP-REB-04,L02,2026-08-26 02:45:47,13.11,2026-08-26 02:58:53.600
CAR-02150,OP-REB-04,L02,2026-08-26 02:53:35,11.73,2026-08-26 03:05:18.800
CAR-02151,OP-REB-06,L02,2026-08-26 03:17:04,12.81,2026-08-26 03:29:52.600
CAR-02152,OP-REB-06,L01,2026-08-26 03:51:39,10.9,2026-08-26 04:02:33.000
CAR-02153,OP-REB-07,L02,2026-08-26 04:22:54,14.63,2026-08-26 04:37:31.800
CAR-02154,OP-REB-01,L02,2026-08-26 04:24:20,10.87,2026-08-26 04:35:12.200
CAR-02155,OP-REB-03,L02,2026-08-26 04:31:37,14.39,2026-08-26 04:46:00.400
CAR-02156,OP-REB-09,L02,2026-08-26 04:39:05,9.05,2026-08-26 04:48:08.000
CAR-02157,OP-REB-06,L02,2026-08-26 04:49:08,11.24,2026-08-26 05:00:22.400
CAR-02158,OP-REB-06,L02,2026-08-26 05:44:41,11.34,2026-08-26 05:56:01.400
CAR-02159,OP-REB-05,L02,2026-08-26 06:11:22,12.56,2026-08-26 06:23:55.600
CAR-02160,OP-REB-03,L02,2026-08-26 06:18:08,13.72,2026-08-26 06:31:51.200
CAR-02161,OP-REB-05,L01,2026-08-26 06:19:56,9.5,2026-08-26 06:29:26.000
CAR-02162,OP-REB-01,L01,2026-08-26 06:32:04,9.78,2026-08-26 06:41:50.800
CAR-02163,OP-REB-03,L02,2026-08-26 06:47:58,9.2,2026-08-26 06:57:10.000
CAR-02164,OP-REB-04,L02,2026-08-26 06:56:54,14.64,2026-08-26 07:11:32.400
CAR-02165,OP-REB-05,L02,2026-08-26 07:04:19,12.6,2026-08-26 07:16:55.000
CAR-02166,OP-REB-09,L02,2026-08-26 07:12:47,9.83,2026-08-26 07:22:36.800
CAR-02167,OP-REB-04,L01,2026-08-26 07:13:32,11.11,2026-08-26 07:24:38.600
CAR-02168,OP-REB-03,L01,2026-08-26 07:26:00,14.36,2026-08-26 07:40:21.600
CAR-02169,OP-REB-01,L02,2026-08-26 07:27:31,11.44,2026-08-26 07:38:57.400
CAR-02170,OP-REB-06,L01,2026-08-26 08:02:34,11.33,2026-08-26 08:13:53.800
CAR-02171,OP-REB-07,L01,2026-08-26 08:04:38,10.44,2026-08-26 08:15:04.400
CAR-02172,OP-REB-08,L02,2026-08-26 08:36:32,9.95,2026-08-26 08:46:29.000
CAR-02173,OP-REB-01,L02,2026-08-26 08:37:35,14.37,2026-08-26 08:51:57.200
CAR-02174,OP-REB-04,L02,2026-08-26 08:44:27,15.35,2026-08-26 08:59:48.000
CAR-02175,OP-REB-05,L01,2026-08-26 08:57:55,10.03,2026-08-26 09:07:56.800
CAR-02176,OP-REB-02,L01,2026-08-26 09:43:28,14.81,2026-08-26 09:58:16.600
CAR-02177,OP-REB-01,L02,2026-08-26 10:03:26,11.03,2026-08-26 10:14:27.800
CAR-02178,OP-REB-08,L02,2026-08-26 11:31:37,13.07,2026-08-26 11:44:41.200
CAR-02179,OP-REB-06,L01,2026-08-26 11:33:16,14.82,2026-08-26 11:48:05.200
CAR-02180,OP-REB-05,L01,2026-08-26 11:38:58,11.71,2026-08-26 11:50:40.600
CAR-02181,OP-REB-09,L02,2026-08-26 11:42:01,11.34,2026-08-26 11:53:21.400
CAR-02182,OP-REB-02,L01,2026-08-26 11:45:12,13.6,2026-08-26 11:58:48.000
CAR-02183,OP-REB-08,L02,2026-08-26 12:07:28,9.78,2026-08-26 12:17:14.800
CAR-02184,OP-REB-09,L02,2026-08-26 12:25:51,14.29,2026-08-26 12:40:08.400
CAR-02185,OP-REB-01,L01,2026-08-26 14:01:43,12.29,2026-08-26 14:14:00.400
CAR-02186,OP-REB-07,L01,2026-08-26 14:10:15,10.84,2026-08-26 14:21:05.400
CAR-02187,OP-REB-08,L01,2026-08-26 14:23:42,10.79,2026-08-26 14:34:29.400
CAR-02188,OP-REB-03,L02,2026-08-26 14:27:01,9.23,2026-08-26 14:36:14.800
CAR-02189,OP-REB-04,L02,2026-08-26 14:43:42,10.93,2026-08-26 14:54:37.800
CAR-02190,OP-REB-03,L02,2026-08-26 15:00:09,11.47,2026-08-26 15:11:37.200
CAR-02191,OP-REB-07,L02,2026-08-26 15:03:34,9.88,2026-08-26 15:13:26.800
CAR-02192,OP-REB-09,L02,2026-08-26 15:43:24,11.91,2026-08-26 15:55:18.600
CAR-02193,OP-REB-03,L02,2026-08-26 15:57:55,12.95,2026-08-26 16:10:52.000
CAR-02194,OP-REB-06,L01,2026-08-26 16:12:48,11.57,2026-08-26 16:24:22.200
CAR-02195,OP-REB-08,L02,2026-08-26 16:43:31,13.33,2026-08-26 16:56:50.800
CAR-02196,OP-REB-06,L02,2026-08-26 17:24:04,10.39,2026-08-26 17:34:27.400
CAR-02197,OP-REB-02,L02,2026-08-26 17:44:23,14.01,2026-08-26 17:58:23.600
CAR-02198,OP-REB-07,L02,2026-08-26 17:49:35,12.24,2026-08-26 18:01:49.400
CAR-02199,OP-REB-02,L01,2026-08-26 18:08:02,15.09,2026-08-26 18:23:07.400
CAR-02200,OP-REB-02,L02,2026-08-26 18:24:24,16.83,2026-08-26 18:41:13.800
CAR-02201,OP-REB-02,L01,2026-08-26 19:01:43,11.06,2026-08-26 19:12:46.600
CAR-02202,OP-REB-01,L01,2026-08-26 19:05:48,11.14,2026-08-26 19:16:56.400
CAR-02203,OP-REB-01,L02,2026-08-26 19:06:09,11.51,2026-08-26 19:17:39.600
CAR-02204,OP-REB-07,L02,2026-08-26 19:42:53,13.19,2026-08-26 19:56:04.400
CAR-02205,OP-REB-05,L01,2026-08-26 19:48:19,14.65,2026-08-26 20:02:58.000
CAR-02206,OP-REB-03,L01,2026-08-26 20:22:18,10.69,2026-08-26 20:32:59.400
CAR-02207,OP-REB-01,L02,2026-08-26 20:52:53,12.76,2026-08-26 21:05:38.600
CAR-02208,OP-REB-06,L01,2026-08-26 21:06:27,11.73,2026-08-26 21:18:10.800
CAR-02209,OP-REB-01,L02,2026-08-26 21:19:27,13.24,2026-08-26 21:32:41.400
CAR-02210,OP-REB-09,L02,2026-08-26 21:26:43,15.02,2026-08-26 21:41:44.200
CAR-02211,OP-REB-02,L01,2026-08-26 21:28:05,11.52,2026-08-26 21:39:36.200
CAR-02212,OP-REB-01,L02,2026-08-26 21:53:01,8.66,2026-08-26 22:01:40.600
CAR-02213,OP-REB-07,L02,2026-08-26 22:22:58,13.49,2026-08-26 22:36:27.400
CAR-02214,OP-REB-06,L02,2026-08-26 22:25:10,10.33,2026-08-26 22:35:29.800
CAR-02215,OP-REB-06,L01,2026-08-26 22:59:52,11.71,2026-08-26 23:11:34.600
CAR-02216,OP-REB-05,L01,2026-08-26 23:06:39,13.57,2026-08-26 23:20:13.200
CAR-02217,OP-REB-04,L01,2026-08-26 23:15:34,12.59,2026-08-26 23:28:09.400
CAR-02218,OP-REB-04,L02,2026-08-26 23:26:49,11.8,2026-08-26 23:38:37.000
CAR-02219,OP-REB-03,L01,2026-08-26 23:31:09,10.85,2026-08-26 23:42:00.000
CAR-02220,OP-REB-08,L01,2026-08-26 23:36:01,6.2,2026-08-26 23:42:13.000
CAR-02221,OP-REB-07,L01,2026-08-27 00:06:38,13.4,2026-08-27 00:20:02.000
CAR-02222,OP-REB-09,L02,2026-08-27 00:08:20,11.49,2026-08-27 00:19:49.400
CAR-02223,OP-REB-01,L02,2026-08-27 00:48:32,15.03,2026-08-27 01:03:33.800
CAR-02224,OP-REB-07,L01,2026-08-27 01:03:56,12.8,2026-08-27 01:16:44.000
CAR-02225,OP-REB-04,L01,2026-08-27 01:11:24,10.92,2026-08-27 01:22:19.200
CAR-02226,OP-REB-07,L01,2026-08-27 01:13:00,14.13,2026-08-27 01:27:07.800
CAR-02227,OP-REB-01,L02,2026-08-27 01:13:51,14.3,2026-08-27 01:28:09.000
CAR-02228,OP-REB-05,L01,2026-08-27 01:20:55,11.56,2026-08-27 01:32:28.600
CAR-02229,OP-REB-03,L02,2026-08-27 01:41:59,14.39,2026-08-27 01:56:22.400
CAR-02230,OP-REB-05,L02,2026-08-27 01:54:20,10.89,2026-08-27 02:05:13.400
